,Make,Model,Investigation_Type,Event_Date,Aircraft_damage,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured
66070,CIRRUS DESIGN CORP,SR22,Accident,2009-03-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66071,BEECH,B24R,Accident,2009-03-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66073,AERONCA,7AC-CONV,Accident,2009-03-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66075,BEECH,D35,Accident,2009-03-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66077,PIPER,PA-28-161,Accident,2009-03-17,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66078,CESSNA,172R,Accident,2009-03-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66079,PIPER,PA-24-250,Accident,2009-03-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66080,CESSNA,180F,Accident,2009-03-17,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66081,BELL,206,Incident,2009-03-17,Minor,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,3.0
66082,EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS,Accident,2009-03-17,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,1.0,1.0
66085,CESSNA,310K,Accident,2009-03-18,Substantial,No,2.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66086,CIRRUS DESIGN CORP,SR22,Accident,2009-03-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66088,ENSTROM,280FX,Accident,2009-03-19,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66090,CESSNA AIRCRAFT CO,E162,Accident,2009-03-19,Substantial,No,1.0,reciprocating,Flight Test,0.0,0.0,0.0,1.0
66092,CESSNA,152,Accident,2009-03-19,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66093,PIPER,PA-32-300,Accident,2009-03-20,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66094,CESSNA,172A,Accident,2009-03-20,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66095,PIPER,PA28-151,Accident,2009-03-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66096,ROBINSON HELICOPTER COMPANY,R22,Accident,2009-03-20,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,2.0
66098,PIPER,PA32,Accident,2009-03-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66099,BEECH,A36,Accident,2009-03-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66100,BEECH,A36,Accident,2009-03-21,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
66101,PIPER,PA-18-150,Accident,2009-03-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66102,CESSNA,150E,Accident,2009-03-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66103,PILATUS,PC-12/45,Accident,2009-03-22,Substantial,No,1.0,turbo prop,Personal,14.0,0.0,0.0,0.0
66104,AIR TRACTOR INC,AT-602,Accident,2009-03-22,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,1.0,0.0
66105,ROBINSON HELICOPTER,R22 BETA,Accident,2009-03-22,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66106,REMOS AIRCRAFT GMBH,REMOS GX,Accident,2009-03-22,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,0.0,0.0
66107,CESSNA,150D,Accident,2009-03-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66110,CESSNA,210,Accident,2009-03-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66111,ROBINSON HELICOPTER,R22 BETA,Accident,2009-03-24,Substantial,No,1.0,reciprocating,Other Work Use,0.0,0.0,1.0,0.0
66112,PIPER,PA-28-181,Accident,2009-03-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66118,CESSNA,182Q,Accident,2009-03-26,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66120,CESSNA,170B,Accident,2009-03-26,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66122,CESSNA,337C,Accident,2009-03-27,Substantial,No,2.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66123,CESSNA,180G,Accident,2009-03-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66126,CESSNA,182Q,Accident,2009-03-28,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,0.0,1.0
66127,PIPER,PA-28-235,Accident,2009-03-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,4.0,0.0
66128,CESSNA,T210L,Accident,2009-03-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
66129,AVIAT,A-1B,Accident,2009-03-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66131,CESSNA,550,Accident,2009-03-29,Substantial,No,2.0,turbo fan,Executive/corporate,0.0,0.0,0.0,3.0
66133,CESSNA,R172K,Accident,2009-03-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66134,CESSNA,P210N,Accident,2009-03-29,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
66135,CESSNA,150L,Accident,2009-03-29,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66136,BELL,206L-3,Incident,2009-03-29,Minor,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,3.0
66137,ROBINSON HELICOPTER,R22 BETA,Accident,2009-03-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66139,PIPER,PA-22-150,Accident,2009-01-04,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66140,MAULE,M-4-220C,Accident,2009-01-04,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66142,MOONEY,M20J,Accident,2009-01-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66143,CESSNA,337G,Accident,2009-02-04,Substantial,No,2.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66144,PIPER,PA-31-325,Accident,2009-02-04,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66146,CESSNA,180K,Accident,2009-03-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66148,CESSNA,177RG,Accident,2009-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66149,American Champion,7GCAA,Accident,2009-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66151,CHAMPION,7HC,Accident,2009-04-04,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66152,CESSNA,182,Accident,2009-04-04,Substantial,No,1.0,reciprocating,Skydiving,0.0,0.0,0.0,1.0
66153,CESSNA,172S,Accident,2009-04-04,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66155,PIPER,PA-12,Accident,2009-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66156,MAULE,M-4-210C,Accident,2009-04-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66157,CURTISS WRIGHT,P-40N,Accident,2009-05-04,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66158,BEECH,A36,Accident,2009-05-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66159,PIPER,PA-22-160,Accident,2009-05-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66160,CESSNA,172RG,Accident,2009-05-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66161,LIBERTY AEROSPACE INCORPORATED,LIBERTY XL-2,Incident,2009-05-04,Minor,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66162,HUGHES,369HS,Accident,2009-05-04,Substantial,No,1.0,turbo shaft,Aerial Observation,0.0,0.0,0.0,2.0
66165,GRUMMAN,AA-1B,Accident,2009-07-04,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66166,AIR TRACTOR INC,AT-301,Accident,2009-07-04,Substantial,No,1.0,reciprocating,Ferry,0.0,0.0,0.0,1.0
66167,SIKORSKY,CH-54B,Accident,2009-07-04,Substantial,No,2.0,turbo shaft,Instructional,0.0,0.0,0.0,2.0
66168,CESSNA,172L,Accident,2009-07-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66170,HILLER,Sixchuter Legend XL,Accident,2009-08-04,Minor,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
66171,BEECH,A36TC,Accident,2009-08-04,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66174,RAYTHEON AIRCRAFT COMPANY,A36,Accident,2009-08-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66175,EUROCOPTER,AS350B2,Accident,2009-08-04,Destroyed,No,1.0,turbo shaft,Other Work Use,3.0,0.0,0.0,0.0
66176,AIR CREATION,CLIPPER 58,Accident,2009-09-04,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
66177,CESSNA,T210N,Accident,2009-09-04,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66179,AYRES,S2R-T34,Accident,2009-09-04,Substantial,No,1.0,turbo prop,Aerial Application,0.0,1.0,0.0,0.0
66180,REMOS AIRCRAFT GMBH,Gemini Remos,Accident,2009-09-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
66182,CESSNA,195,Accident,2009-09-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66183,CESSNA,182T,Accident,2009-09-04,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,1.0,0.0
66184,PIPER,PA20,Accident,2009-09-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66188,CESSNA,R182,Accident,2009-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
66189,PIPER,PA-24-250,Accident,2009-11-04,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66190,DIAMOND,DA20,Accident,2009-11-04,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,2.0,0.0
66192,PIPER,PA-18-150,Accident,2009-11-04,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66195,DE HAVILLAND,DHC2,Accident,2009-12-04,Substantial,No,1.0,turbo prop,Personal,0.0,0.0,0.0,2.0
66196,AEROSPATIALE,AS350 B2 E,Accident,2009-04-13,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,1.0,0.0
66197,PIPER,PA-28-140,Accident,2009-04-13,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66199,PIPER,J3C,Accident,2009-04-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66200,CESSNA,172,Accident,2009-04-13,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66201,NORTH AMERICAN,SNJ,Accident,2009-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66202,CESSNA,182A,Accident,2009-04-14,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66204,CESSNA,150,Accident,2009-04-15,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66205,PIPER,PA-14,Accident,2009-04-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66206,AVIAT,A-1B,Accident,2009-04-15,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66207,CESSNA,152,Accident,2009-04-15,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,0.0,0.0
66211,CESSNA,A185F,Accident,2009-04-16,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66212,CESSNA,152,Accident,2009-04-16,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66213,RAYTHEON AIRCRAFT COMPANY,A36,Accident,2009-04-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66214,MAULE,M-5-235C,Accident,2009-04-16,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
66215,CESSNA,152,Accident,2009-04-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66216,CESSNA,421B,Accident,2009-04-17,Substantial,No,2.0,reciprocating,Personal,1.0,0.0,0.0,0.0
66217,BELL,206,Accident,2009-04-17,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,1.0
66222,TAYLORCRAFT,BC12-D,Accident,2009-04-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66224,CHAMPION,7ECA,Accident,2009-04-18,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66231,CESSNA,152,Accident,2009-04-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66234,ENSTROM,280FX,Accident,2009-04-20,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66236,ZENITH,CH-250,Accident,2009-04-20,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66238,CESSNA,172P,Accident,2009-04-20,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66239,American Legend,AL-3C,Accident,2009-04-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66241,CESSNA,172M,Accident,2009-04-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66243,FLIGHT DESIGN GMBH,CTSW,Accident,2009-04-21,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66244,CESSNA,208,Accident,2009-04-21,Substantial,No,1.0,turbo prop,Ferry,0.0,0.0,0.0,1.0
66245,BEECH,V35B,Accident,2009-04-22,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,1.0,0.0
66246,CESSNA,210,Accident,2009-04-22,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66247,CESSNA,172E,Accident,2009-04-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66249,MAULE,M-5-180C,Accident,2009-04-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
66250,SCHWEIZER,269C,Accident,2009-04-22,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66252,CESSNA,182T,Accident,2009-04-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66253,LUSCOMBE,8,Accident,2009-04-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66254,PIPER,PA-28R-200,Accident,2009-04-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66255,CESSNA,A188B,Accident,2009-04-23,Substantial,No,1.0,reciprocating,Aerial Application,1.0,0.0,0.0,0.0
66257,ROBINSON HELICOPTER COMPANY,R44 II,Accident,2009-04-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66258,CESSNA,T210M,Accident,2009-04-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66259,TECNAM,P2002 Sierra,Accident,2009-04-24,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
66261,MOONEY,M20J,Accident,2009-04-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66262,CESSNA,150G,Accident,2009-04-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66263,CESSNA,177,Accident,2009-04-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66266,CESSNA,172N,Accident,2009-04-24,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66267,SIAI-MARCHETTI,SM 1019,Accident,2009-04-24,Substantial,No,1.0,turbo prop,Instructional,0.0,0.0,0.0,2.0
66269,LOCKHEED,P2V-7,Accident,2009-04-25,Substantial,No,4.0,reciprocating,Positioning,3.0,0.0,0.0,0.0
66270,CESSNA,172E,Accident,2009-04-25,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
66271,DIAMOND,DA20,Accident,2009-04-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66276,PIPER,PA-18-135,Accident,2009-04-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66280,CESSNA,172,Accident,2009-04-27,Substantial,No,1.0,reciprocating,Aerial Observation,0.0,2.0,0.0,0.0
66283,CESSNA,150K,Accident,2009-04-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66284,CIRRUS DESIGN CORP,SR22,Accident,2009-04-28,Destroyed,No,1.0,reciprocating,Business,2.0,0.0,0.0,0.0
66285,PIPER,PA-24-180,Accident,2009-04-28,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66287,CESSNA,A185F,Accident,2009-04-29,Substantial,No,1.0,reciprocating,Executive/corporate,0.0,2.0,0.0,0.0
66288,ROBINSON HELICOPTER,R22 BETA,Accident,2009-04-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66289,PIPER,PA-12,Accident,2009-04-29,Substantial,No,1.0,reciprocating,Other Work Use,0.0,0.0,0.0,2.0
66291,BELL,OH-58A,Accident,2009-04-30,Substantial,No,1.0,turbo shaft,Aerial Application,0.0,0.0,0.0,1.0
66292,PIPER,PA-30,Accident,2009-04-30,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66293,ROBINSON HELICOPTER,R22 BETA,Accident,2009-04-30,Substantial,No,1.0,reciprocating,Flight Test,0.0,0.0,0.0,2.0
66294,CESSNA,172,Accident,2009-04-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66295,CESSNA,182Q,Accident,2009-01-05,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66296,RANS,S-7,Accident,2009-01-05,Substantial,Yes,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66298,MD HELICOPTER,369FF,Accident,2009-01-05,Substantial,No,1.0,turbo shaft,External Load,0.0,0.0,0.0,1.0
66301,ROBINSON,R44,Accident,2009-03-05,Substantial,No,1.0,reciprocating,Other Work Use,0.0,0.0,0.0,4.0
66302,CHAMPION,7GCBC,Accident,2009-03-05,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66303,AMERICAN,AA-1,Accident,2009-03-05,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
66304,CESSNA,152,Accident,2009-03-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66306,GRUMMAN,G-164B,Accident,2009-04-05,Substantial,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66307,BEECH,35-C33,Accident,2009-04-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
66308,BELL,407,Accident,2009-04-05,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,1.0
66311,CESSNA,140,Accident,2009-05-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66312,CESSNA,551,Accident,2009-05-05,Substantial,No,2.0,turbo jet,Personal,0.0,0.0,0.0,2.0
66313,AYRES CORPORATION,S2R-T34,Accident,2009-06-05,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,1.0,1.0
66314,BEECH,K35,Accident,2009-06-05,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
66317,PIPER,PA-28-140,Accident,2009-06-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66318,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM,Accident,2009-07-05,Destroyed,No,1.0,reciprocating,Aerial Application,0.0,0.0,0.0,1.0
66319,CESSNA,T210G,Accident,2009-07-05,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,1.0
66320,ROBINSON HELICOPTER,R22 BETA,Accident,2009-07-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66321,CESSNA,340,Accident,2009-07-05,Destroyed,No,2.0,reciprocating,Business,3.0,0.0,1.0,0.0
66323,CESSNA,172N,Accident,2009-08-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66325,CESSNA,421B,Accident,2009-08-05,Substantial,No,2.0,reciprocating,Positioning,0.0,1.0,0.0,0.0
66327,AIR TRACTOR,AT502,Accident,2009-08-05,Substantial,No,1.0,turbo prop,Aerial Application,0.0,1.0,0.0,0.0
66329,BEECH,95,Accident,2009-09-05,Substantial,No,2.0,reciprocating,Personal,5.0,0.0,0.0,0.0
66331,CESSNA,172R,Accident,2009-09-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66335,CESSNA,182M,Accident,2009-09-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66336,DIAMOND AIRCRAFT IND INC,DA 40,Accident,2009-09-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,3.0
66337,AERONCA,7AC,Accident,2009-09-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66338,CESSNA,140,Accident,2009-10-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66339,CESSNA,U206E,Accident,2009-10-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66340,Jihlavan,KP,Accident,2009-10-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66341,PIPER,PA-28-180,Accident,2009-10-05,Substantial,No,1.0,reciprocating,Personal,0.0,3.0,0.0,0.0
66344,Rockwell International,112A,Accident,2009-10-05,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,1.0,0.0
66346,DIAMOND AIRCRAFT IND INC,DA 20-C1,Accident,2009-10-05,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66347,PIPER,PA-28-140,Accident,2009-11-05,Minor,No,1.0,reciprocating,Instructional,0.0,0.0,1.0,0.0
66350,CESSNA,170B,Accident,2009-12-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66352,CESSNA,172N,Accident,2009-12-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66353,ROBINSON HELICOPTER,R44,Accident,2009-12-05,Substantial,No,1.0,reciprocating,Public Aircraft - State,0.0,0.0,0.0,3.0
66354,Univair,Ercoupe,Accident,2009-12-05,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66357,CESSNA,170B,Accident,2009-05-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66359,NORTHWING,APACHE SPORT,Accident,2009-05-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
66361,FLIGHT DESIGN GMBH,CT2K,Accident,2009-05-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66362,AYRES CORPORATION,S-2R,Accident,2009-05-14,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,1.0,0.0
66363,GRUMMAN AMERICAN AVN. CORP.,AA-5B,Accident,2009-05-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66364,PIPER,PA-18-150,Accident,2009-05-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66365,DIAMOND,DA20,Accident,2009-05-14,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,0.0,0.0
66367,CESSNA,R182,Accident,2009-05-14,Substantial,No,1.0,reciprocating,Aerial Observation,0.0,0.0,0.0,1.0
66368,BEECH,A36,Accident,2009-05-15,Substantial,No,1.0,reciprocating,Personal,2.0,2.0,0.0,0.0
66369,CESSNA,152,Accident,2009-05-15,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
66370,PIPER,PA-22-150,Accident,2009-05-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
66371,ERCOUPE,415C,Accident,2009-05-15,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66372,AIR TRACTOR,AT-602,Accident,2009-05-15,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,1.0,0.0
66373,CESSNA,172N,Accident,2009-05-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66374,PIPER,PA-24-250,Accident,2009-05-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66375,CESSNA,170B,Accident,2009-05-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66377,ERCOUPE,415-C,Accident,2009-05-16,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
66378,DIAMOND AIRCRAFT IND INC,DA 40,Accident,2009-05-16,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66380,PIPER,PA-32-301,Accident,2009-05-16,Substantial,No,1.0,reciprocating,Ferry,0.0,0.0,0.0,1.0
66384,PIPER,PA-22-150,Accident,2009-05-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66385,MAULE,M-4-220C,Accident,2009-05-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66386,AIRBORNE,XT912,Accident,2009-05-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66388,BOEING,E75,Accident,2009-05-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66389,CESSNA,172S,Accident,2009-05-17,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66390,STINSON,10A,Accident,2009-05-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66391,PIPER,PA-28,Accident,2009-05-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66392,CESSNA,185E,Accident,2009-05-18,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,1.0
66393,CESSNA,172N,Accident,2009-05-19,Substantial,No,1.0,reciprocating,Instructional,3.0,0.0,0.0,0.0
66394,BOEING,A75N1,Accident,2009-05-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66395,BEECH,C35,Accident,2009-05-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66396,CESSNA,172,Accident,2009-05-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
66397,PIPER,PA-20,Accident,2009-05-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66399,CESSNA,150L,Accident,2009-05-21,Substantial,No,1.0,reciprocating,Instructional,0.0,2.0,0.0,0.0
66400,LUSCOMBE,8E,Accident,2009-05-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
66401,TECNAM,P2002,Accident,2009-05-21,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
66403,CESSNA,172N,Accident,2009-05-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
